縣市,字號,"執照類別 ",狀態,機構名稱,負責獸醫,發照日期,機構地址
台南市,南市獸開字第73號,獸醫師,開業,凱麗獸醫院,陳煥東,2005/02/01,臺南市健康路1段345號
嘉義縣,嘉府獸師開字第42號,獸醫師,開業,安順動物醫院,蘇振源,2005/01/19,竹崎鄉桃源村15鄰勝源18之1號
台北市,北市獸業字第339號,獸醫師,開業,恩加動物醫院,張恩愷,2005/01/19,臺北市信義區松山路315-2號1樓
新北市,北縣獸醫業字第185號,獸醫師,開業,貝斯特動物醫院,藍新文,2005/01/17,新北市汐止區新台五路2段28號
台南市,南縣獸師診開字第164號,獸醫師,開業,瑪利亞動物醫院,胡文祥,2005/01/11,台南市白河區中山路1之16號
新北市,北縣獸醫業字第184號,獸醫師,開業,德艾動物醫院,李翰宗,2004/12/28,新北市淡水區民生路八號
高雄市,高市獸師開字第197號,獸醫師,開業,立安動物醫院,黃立結,2004/12/21,高雄市三民區建工路559號
台南市,南縣獸師診開字第163號,獸醫師,開業,王家家畜診所,王源料,2004/12/20,台南市柳營區光福村成功街139號
新竹市,竹市建農字第26265號,獸醫師,開業,米豆寵物醫院,郭信豐,2004/12/02,新竹市明湖路432號
桃園市,桃獸師開執字第183號,獸醫師,開業,惠犬動物醫院,許國憲,2004/11/19,桃園市中山路764號
雲林縣,雲診字第69號,獸醫師,開業,信安犬貓診所,徐源宏,2004/11/03,雲林縣北港鎮民有路80號
台中市,中縣畜開字第108號,獸醫師,開業,安傑動物醫院,王志遠,2004/11/02,豐原區三豐路119號
台中市,中市獸醫開字第170號,獸醫師,開業,德愛動物醫院,游浚德,2004/10/26,台中市北屯區昌平路一段95-9號
台中市,中縣畜開字第107號,獸醫師,開業,益生動物醫院,林岳維,2004/10/25,太平區宜昌路525號
高雄市,高市獸師開字第195號,獸醫師,開業,大其動物醫院,宋亦祁,2004/10/25,高雄市左營區嘉慶街46號
桃園市,桃獸師開執字第146號,獸醫師,開業,欣欣動物醫院,鄧之烜,2004/10/22,龜山鄉萬壽路2段918號
花蓮縣,府農畜開字第21號,獸醫師,開業,中華動物醫院,柯鍵瑋,2004/10/14,花蓮市中華路325號之7
桃園市,桃獸師開執字第145號,獸醫師,開業,中泰家畜醫院,童孟德,2004/10/12,中壢市中華路一段408號
桃園市,桃獸師開執字第144號,獸醫師,開業,思邁爾動物醫院寶慶分院,李瑞玲,2004/10/12,桃園市桃園區寶慶路422號
台中市,中市獸醫開字第169號,獸醫師,開業,ㄚ貓ㄚ狗動物醫院,朱照平,2004/10/11,台中市南屯區大墩11街783號
高雄市,高縣獸醫開字第282號,獸醫師,開業,泰安動物醫院,周明慶,2004/10/07,高雄市鳳山區新武里瑞隆東路266號
台中市,中市獸醫開字第164號,獸醫師,開業,慈愛動物醫院中港分院,葉英良,2004/09/27,台中市西屯區台中港路二段64-11號二樓
台中市,中市獸醫開字第163號,獸醫師,開業,田中政男動物醫院,謝政男,2004/09/24,台中市北區進化北路378之24號
桃園市,桃獸師開執字第143號,獸醫師,開業,信安動物醫院,王可喬,2004/09/09,桃園市龜山區新路里自強南路82號
台北市,北市獸業字第337號,獸醫師,開業,路加動物醫院,金信權,2004/08/13,台北市文山區興隆路2段224之4號1樓
台中市,中縣畜開字第28號,獸醫師,開業,群力動物醫院,王起梯,2004/08/04,大里區永隆一街261號
新北市,北縣獸醫業字第174號,獸醫師,開業,五信動物醫院,陳大鈞,2004/08/02,新北市中和區連城路358號1樓
花蓮縣,府農畜開字第20號,獸醫師,開業,建國動物診所,許宏文,2004/07/19,花蓮縣吉安鄉建國路1段9號
新北市,北縣獸醫業字第171號,獸醫師,開業,維康動物醫院,鄭智青,2004/07/12,新北市淡水區中山北路一段一九十號
台南市,南縣獸師診開字第160號,獸醫師,開業,波菲爾動物醫院,陳培源,2004/06/29,台南市新營區復興路156號
台中市,中市獸醫開字第162號,獸醫師,開業,文心全國動物醫院,張俊毅,2004/06/28,台中市北屯區文心路四段三二五號
新北市,北縣獸醫業字第170號,獸醫師,開業,哲生動物醫院,許昭文,2004/06/24,淡水區民族路29巷40號1-2樓
宜蘭縣,九三府農畜字第69764號,獸醫師,開業,宜蘭縣動植物防疫所附設動物醫院,吳子熊,2004/06/08,宜蘭縣五結鄉成興村利寶路60號
新北市,北縣獸醫業字第167號,獸醫師,開業,林動物醫院,林芳瑞,2004/05/12,林口區文化二路一段五十號
台東縣,東府獸師開字第4號,獸醫師,開業,聯合動物醫院,吳志福,2004/04/26,台東市傳廣路225號
彰化縣,彰化農防師字第77號,獸醫師,開業,弘群動物診所,洪宗輝,2004/04/21,彰化縣芳苑鄉三合村埤北路37號
桃園市,桃獸師開執字第45號,獸醫師,開業,佑安動物醫院,李志峰,2004/04/19,桃園市平鎮區民族路2段29號
新北市,北縣獸醫業字第164號,獸醫師,開業,王朋動物醫院,王鵬程,2004/04/19,中和區連城路72號
桃園市,桃獸師開執字第141號,獸醫師,開業,凱特動物醫院,王妍,2004/04/16,桃園市八德區介壽路2段260號
台中市,中市獸醫師開字第161號,獸醫師,開業,佳恩動物醫院,宋建興,2004/03/17,台中市南區美村路二段88號
宜蘭縣,九三府農畜字第21935號,獸醫師,開業,德生動物醫院,江彥德,2004/02/24,宜蘭市大東里新民路六十八號
台北市,北市獸業字第279號,獸醫師,開業,曼哈頓動物醫院,譚大倫,2004/02/24,台北市市民大道四段77號
新北市,北縣獸醫業字第162號,獸醫師,開業,大慶獸醫院,林明順,2004/02/16,土城區中華路1段22號
嘉義縣,嘉府獸師開字第41號,獸醫師,開業,旭康動物醫院,林煌成,2004/02/10,嘉義縣中埔鄉和美村仁義路155號
雲林縣,雲診字第67號,獸醫師,開業,黃文志動物醫院,黃文志,2004/01/16,雲林縣北港鎮大同路319號
屏東縣,屏獸開字第59號,獸醫師,開業,賽諾菲動物醫院,吳淑華,2004/01/16,屏東市廣東路29號
新北市,北縣獸醫業字第160號,獸醫師,開業,誠恩動物醫院,謝其焜,2004/01/16,新店區民族路三二號
高雄市,高市獸師開字第187號,獸醫師,開業,聖弘綜合動物醫院,葛玥妘,2003/12/15,高雄市三民區鼎中路753之37號
桃園市,桃獸師開執字第136號,獸醫師,開業,林獸醫動物診所,林孟喬,2003/12/03,桃園市大園區中山南路75巷14號
台中市,中市獸醫師開字第159號,獸醫師,開業,誠品動物醫院,張芳銘,2003/12/01,台中市北區學士路240號
台北市,北市獸業字第330號,獸醫師,開業,大湖動物醫院,黃國安,2003/11/26,臺北市內湖區成功路五段十號一樓
桃園市,桃獸師開執字第135號,獸醫師,開業,中原動物醫院,鄧如意,2003/11/24,中壢市環北路447號
桃園市,桃獸師開執字第134號,獸醫師,開業,康橋獸醫院,彭德勳,2003/11/14,中壢市新興路245號
台北市,北市獸業字第247號,獸醫師,開業,世東動物醫院,張世強,2003/11/04,臺北市士東路三十九號一樓
台東縣,東府獸佐開字第12號,獸醫師,開業,懷恩動物醫院,穆昭安,2003/09/22,台東市開封街575號
基隆市,基市獸開字第21號,獸醫師,開業,犬貓屋動物醫院,謝義得,2003/09/22,基市基金一路118號
屏東縣,屏獸開字第69號,獸醫師,開業,中山動物醫院,王振源,2003/09/22,屏東縣東港鎮中山路88之3號
基隆市,基市獸開字第20號,獸醫師,開業,新興動物醫院,游大森,2003/09/19,基隆市仁一路117號
嘉義市,府建農字第74號,獸醫師,開業,高醫動物醫院,林家凱,2003/09/17,嘉義市中興路716號
台南市,南縣獸師診開字第158號,獸醫師,開業,愛心動物醫院,朱源森,2003/08/20,台南市新市區忠孝街168號
台南市,南市獸開字第91號,獸醫師,開業,惠群動物醫院,楊福記,2003/08/12,臺南市北區文成路745號
台南市,南市獸開字第90號,獸醫師,開業,安順動物醫院,林政君,2003/07/24,臺南市安和路四段374之5號
台中市,中縣畜開字第100號,獸醫師,開業,佑晟動物醫院,廖俊誠,2003/07/23,台中市后里區福音路42-1號
台北市,北市獸業字第140號,獸醫師,開業,仁慈動物醫院,朱浚源,2003/07/17,台北市北安路571之2號
基隆市,基市獸開字第19號,獸醫師,開業,祥恩動物醫院,陳御翔,2003/07/15,基隆市信義區深美街91號
台中市,中市獸醫師開字第151號,獸醫師,開業,台碩動物醫院,楊朝交,2003/07/12,台中市漢口路四段七八號
台南市,南市獸開字第89號,獸醫師,開業,亞太動物醫院,游品智,2003/07/10,臺南市府前路一段361號
新北市,北縣獸醫業字第158號,獸醫師,開業,亞麥動物醫院,林建群,2003/07/09,新北市板橋區中國光路77號1樓及57號B1
嘉義縣,嘉府獸師開字第39號,獸醫師,開業,四生堂動物醫院,廖慶雄,2003/07/09,嘉義縣六腳鄉六南村六腳200之2號
新北市,北縣獸醫業字第157號,獸醫師,開業,金妞妞動物醫院,侯金蘭,2003/06/20,新北市板橋區民權路二三二號
台北市,北市獸業字第226號,獸醫師,開業,佑昇動物醫院,吳茂常,2003/06/19,臺北市羅斯福路三段三八號一樓
台中市,中縣畜開字第99號,獸醫師,開業,嘉基動物診所,陳均宏,2003/06/19,台中市太平區宜欣里宜昌路217號
新北市,北縣獸醫業字第156號,獸醫師,開業,六福動物醫院,陳文平,2003/06/18,新北市板橋區文化路1段182號1樓
新北市,北縣獸醫業字第155號,獸醫師,開業,旺旺動物醫院,徐淑文,2003/06/18,板橋區中山路二段一八一號
新北市,北縣獸醫業字第154號,獸醫師,開業,仁愛家畜醫院,張福台,2003/06/03,板橋區民族路101號
新北市,北縣獸醫業字第153號,獸醫師,開業,台大動物醫院,施明志,2003/06/03,板橋區文化路2段11號1樓及2樓
台南市,南市獸開字第87號,獸醫師,開業,一心動物醫院,蔡炳堅,2003/04/23,臺南市東門路二段227號
新北市,北縣獸醫業字第151號,獸醫師,開業,左岸動物醫院,邱顯傑,2003/04/14,新北市中和區福祥路一二九號
南投縣,投府農畜師開字第21號,獸醫師,開業,慧光動物醫院,黃清寅,2003/04/08,埔里鎮西安路一段三三八號
高雄市,高市獸師開字第166號,獸醫師,開業,聯合動物醫院,黃明祥,2003/03/24,高雄市三民區覺民路74號
雲林縣,雲診字第65號,獸醫師,開業,杏泰家畜診所,鍾進利,2003/03/12,雲林縣崙背鄉水尾村28號
高雄市,高縣獸醫開字第242號,獸醫師,開業,合美動物醫院,陳子苗,2003/03/06,高雄市岡山區中華路13-5號
桃園市,桃獸師開執字第129號,獸醫師,開業,萬欣犬貓專科醫院,余新森,2003/02/20,桃園市民生路610號
台北市,北市獸業字第326號,獸醫師,開業,嘉慶動物醫院,黃泓康,2003/02/13,臺北市松山區八德路4段214-1、218號1樓
屏東縣,屏獸開字第66號,獸醫師,開業,雨聲動物醫院,林雨聲,2003/02/10,屏東縣潮州鎮朝昇東路339號
彰化縣,彰化農防師字第71號,獸醫師,開業,楊育瑋獸醫診所,楊育瑋,2003/01/24,彰化縣溪湖鎮東環路車頭巷16號
台中市,中縣畜開字第91號,獸醫師,開業,大生動物醫院,楊正雄,2003/01/22,大里區新里里新興路137號
雲林縣,雲診字第64號,獸醫師,開業,文志動物診所,蔡孝寬,2003/01/13,雲林縣斗六市文化路344號
新北市,北縣獸醫業字第145號,獸醫師,開業,五洲獸醫院,鄭馥璇,2002/12/11,新北市板橋區民權路250號
雲林縣,雲診字第63號,獸醫師,開業,富隆動物醫院,,2002/10/29,雲林縣斗六市中正路133號1樓
高雄市,高市獸師開字第151號,獸醫師,開業,聖心動物醫院,陳錦合,2002/10/24,高雄市小港區宏平路360號
桃園市,桃獸師開執字第124號,獸醫師,開業,康淇動物醫院,吳軍廷,2002/10/09,桃園市中壢區元化路2段50號
台中市,中縣畜開字第94號,獸醫師,開業,豐南動物醫院,黃村英,2002/09/06,台中市豐原區育才街35號
桃園市,桃獸師開執字第121號,獸醫師,開業,友信動物醫院,林鴻志,2002/09/05,桃園市中壢區廣安街十號
桃園市,桃獸師開執字第122號,獸醫師,開業,泛亞動物醫院,謝振達,2002/09/05,桃園市龍潭區東龍路285號
台中市,中市獸醫師開字第132號,獸醫師,開業,忠明動物醫院,吳明忠,2002/08/30,台中市西區向上南路一段一八四號
新北市,北縣獸醫業字第140號,獸醫師,開業,惠安犬貓醫院,陳怡君,2002/08/02,新北市新店區北新路二段九十四號
新北市,北縣獸醫業字第139號,獸醫師,開業,國泰動物醫院,林振泰,2002/07/30,新北市汐止區大同路二段二八四號
桃園市,桃獸師開執字第118號,獸醫師,開業,太僕動物醫院,蕭火城,2002/07/26,桃園市龍潭區中興路三九二巷十二號
雲林縣,雲診字第62號,獸醫師,開業,新生動物醫院,,2002/07/15,斗六市太平路一八六號
桃園市,桃獸師開執字第116號,獸醫師,開業,大業動物醫院,葉翹瑜,2002/07/09,桃園市平鎮區延平路二段二九四號
桃園市,桃獸師開執字第114號,獸醫師,開業,仟祐動物醫院,李協彥,2002/06/18,桃園市大溪區介壽路796號
新北市,北縣獸醫業字第136號,獸醫師,開業,雙十動物醫院,沈志明,2002/06/18,新北市板橋區雙十路二段四號1樓及2樓
雲林縣,雲診字第61號,獸醫師,開業,行健行賽鴿醫院,黃益盛,2002/06/03,雲林縣斗南鎮延平路一段一二一號
高雄市,高市獸開字第184號,獸醫師,開業,米恩動物醫院,余偉智,2002/05/31,高雄市左營區新庄仔路556號
台中市,中市獸醫師開字第135號,獸醫師,開業,國立台中高農附設家畜醫院,陳婷婷,2002/05/29,台中市台中路283號
台中市,中市獸醫師開字第155號,獸醫師,開業,惠生動物醫院,謝瑞生,2002/05/28,台中市北屯區山西路二段二一九號
新北市,北縣獸醫業字第134號,獸醫師,開業,佳安動物醫院,羅有論,2002/05/08,新北市板橋區四川路一段二三四號
嘉義縣,嘉府獸師開字第35號,獸醫師,開業,存盈家畜醫院,張允諒,2002/05/07,嘉義縣民雄鄉東榮村文化路24之4號
屏東縣,屏獸開字第64號,獸醫師,開業,家犬動物醫院,王敏枝,2002/04/22,屏東市中正路193號
桃園市,桃獸師開執字第113號,獸醫師,開業,禾原動物醫院,陳威廷,2002/04/12,桃園市大有路159號
台北市,北市獸業字第321號,獸醫師,開業,中研動物醫院,楊孝柏,2002/03/27,臺北市研究院路一段七十二號一F
新北市,北縣獸醫業字第131號,獸醫師,開業,同安動物醫院,姚聖林,2002/03/26,永和區中山路一段二三三號一樓
新北市,北縣獸醫業字第130號,獸醫師,開業,丘原動物醫院,邱俊源,2002/03/20,新莊區公園路一六０號一樓
台東縣,東府獸師開字第11號,獸醫師,開業,崇仁動物醫院,許敏輝,2002/03/13,台東市更生路574號
高雄市,高縣獸醫開字第220號,獸醫師,開業,鳳屏動物醫院,吳昆和,2002/03/07,高雄市大寮區中莊里鳳屏一路658號
新北市,北縣獸醫業字第127號,獸醫師,開業,永吉家畜醫院,李坤昇,2002/03/01,新北市新莊區新泰路158號
台北市,北市獸業字第20號,獸醫師,開業,萬國家畜醫院,張博麟,2002/02/19,台北市新生南路二段80-3號1樓
台東縣,東府獸師開字第6號,獸醫師,開業,瑞興動物醫院,林瑞光,2002/01/08,台東市更生路540號
台中市,中縣畜開字第92號,獸醫師,開業,中泰動物醫院,沈世雄,2002/01/04,台中市豐原區圓環南路117號
高雄市,高縣獸醫開字第77號,獸醫師,開業,傑美動物醫院,林國銘,2002/01/03,高雄市仁武區仁和里仁忠路192號
花蓮縣,府農畜開字第14號,獸醫師,開業,向陽動物醫院,蕭銘菎,2001/12/26,花蓮縣壽豐鄉中山路6段174號
雲林縣,雲診字第59號,獸醫師,開業,久源動物醫院,楊博文,2001/12/14,麥寮鄉中山路350號
彰化縣,彰府農防師字第64號,獸醫師,開業,濟生獸醫院,馮森盛,2001/11/27,彰化縣員林鎮靜修路67-2號
花蓮縣,府農畜開字第15號,獸醫師,開業,楊動物醫院,楊衍明,2001/11/23,花蓮市中原路552號
嘉義縣,嘉縣獸師開字第34號,獸醫師,開業,慈愛家畜診所,陳忠成,2001/11/22,嘉義縣義竹鄉龍蛟村2之2號
新北市,北縣獸醫業字第123號,獸醫師,開業,竹林動物醫院,吳孟才,2001/11/21,永和區竹林路133-2號
台北市,北市獸業字第319號,獸醫師,開業,劍橋動物醫院,翁伯源,2001/11/19,臺北市忠誠路一段102號一樓
花蓮縣,府農畜開字第13號,獸醫師,開業,蕙康動物醫院,林亦謙,2001/11/19,花蓮市和平路635號
雲林縣,雲診字第58號,獸醫師,開業,樺樺動物醫院,陳加樺,2001/11/07,雲林縣北港鎮大同里文化路116號
嘉義縣,嘉縣獸醫師開字第33號,獸醫師,開業,日盛動物醫院,楊博盛,2001/10/25,嘉義縣太保市祥和三路東段266號
新北市,北縣獸醫業字第120號,獸醫師,開業,鶯歌獸醫院,葉一仙,2001/10/16,新北市鶯歌區文化路三八三號
高雄市,高縣獸醫開字第218號,獸醫師,開業,青峰獸醫院,李要賜,2001/10/05,高雄市林園區林園里福興街137號
雲林縣,雲診字第57號,獸醫師,開業,海陸翔賽鴿動物醫院,吳佳隆,2001/09/07,西螺鎮光復東路7號
屏東縣,屏獸開字第61號,獸醫師,開業,福爾摩莎動物醫院,林坤輝,2001/07/30,屏東縣內埔鄉光明路525-1號
台南市,南縣獸師診開字第157號,獸醫師,開業,寶健動物醫院,顏明雄,2001/07/26,柳營區篤農村小腳腿251之62號
台北市,北市獸業字第98號,獸醫師,開業,加洲動物醫院,蔡俊佑,2001/07/25,臺北市內湖區文德路九號一樓
雲林縣,雲診字第56號,獸醫師,開業,集美家畜醫院,林容新,2001/07/19,麥寮鄉中山路383號
彰化縣,彰府農畜師字第63號,獸醫師,開業,詹動物醫院,,2001/06/21,永靖鄉中山路一段837號
高雄市,高縣獸醫開字第214號,獸醫師,開業,松旺動物醫院,張偉松,2001/06/15,高雄市杉林區上平里山仙路47-2號
彰化縣,彰府農防師字第62號,獸醫師,開業,生建動物醫院,顏尊德,2001/06/13,彰化縣埔鹽鄉彰水路一段365巷2號
彰化縣,彰府農畜師字第58號,獸醫師,開業,嘉惠動物醫院,黃志諺,2001/06/13,彰化市永安街277巷10號
彰化縣,彰府農畜師字第57號,獸醫師,開業,昶生獸醫院,蔡春淵,2001/06/13,員林鎮惠明街26號
台南市,南縣獸師診開字第155號,獸醫師,開業,林惠卿動物醫院,林惠卿,2001/06/08,佳里區子龍里176之1號
新北市,北縣獸醫業字第116號,獸醫師,開業,聖愛動物醫院,余基政,2001/06/01,新北市淡水區中正東路6號
新北市,北縣獸醫業字第114號,獸醫師,開業,聖安動物醫院,姚正峰,2001/05/23,新北市新莊區中港路256號
台北市,北市獸業字第314號,獸醫師,開業,長青動物醫院,林長青,2001/05/15,臺北市廣州街78號1樓
桃園市,桃獸師開執字第54號,獸醫師,開業,中華動物醫院,林庭光,2001/04/25,桃園市蘆竹區中正路229號
雲林縣,雲診字第54號,獸醫師,開業,聖譓家畜診所,郭君明,2001/04/19,虎尾鎮和平路29號
嘉義縣,嘉縣獸醫師開字第31號,獸醫師,開業,仁友動物診所,陳慶茂,2001/04/11,嘉義縣義竹鄉埤前村1鄰埤子頭183號
彰化縣,彰府農防師開字第59號,獸醫師,開業,百果山動物診所,鍾伉,2001/03/26,員林鎮員水路一段228號
台南市,南縣獸師診開字第154號,獸醫師,開業,偉翔動物醫院,洪肅穆,2001/03/22,鹽水區月津路23號
高雄市,高縣獸醫開字第211號,獸醫師,開業,奕良家畜醫院,余慶林,2001/03/07,高雄市左營區新莊一路183號
高雄市,高市獸師開字第180號,獸醫師,開業,復興動物醫院,王斐正,2001/03/02,高雄市苓雅區復興二路148號
屏東縣,屏獸開字第60號,獸醫師,開業,民生動物醫院,楊鴻鈞,2001/02/20,屏東市民生路61-23號
宜蘭縣,府農畜字第18173號,獸醫師,開業,順昇家畜醫院,黃昇乾,2001/02/19,宜蘭市中華路97號
新北市,北縣獸醫業字第109號,獸醫師,開業,福德獸醫院,段輝煌,2001/02/16,土城區中央路一段228號1樓
高雄市,高縣獸醫開字第62號,獸醫師,開業,新國太動物診所,李水蓮,2001/01/19,高雄市岡山區柳橋西路22-2號
高雄市,高縣獸醫開字第208號,獸醫師,開業,永和動物診所,湯木桐,2001/01/19,高雄市旗山區旗文路111-1號
新北市,北縣獸醫業字第108號,獸醫師,開業,林動物診所,林清淡,2001/01/19,三峽區秀川街四號
雲林縣,雲診字第52號,獸醫師,開業,第一家畜醫院,劉學文,2000/12/27,斗六市鎮西里保長路46-2號
高雄市,高縣獸醫開字第32號,獸醫師,開業,福壽家畜醫院,鄭賢義,2000/12/15,高雄市岡山區正言街68號
雲林縣,雲診字第49號,獸醫師,開業,畜昌行動物診所,陳東銘,2000/12/14,斗南鎮西歧里建國一路65號
雲林縣,雲診字第51號,獸醫師,開業,永興家畜診所,溫朝煥,2000/12/14,褒忠鄉三民路147巷6-2號
雲林縣,雲診字第50號,獸醫師,開業,大晉動物醫院,林晉央,2000/12/14,土庫鎮民生路110-2號
高雄市,高縣獸醫開字第121號,獸醫師,開業,中山動物醫院,高達聰,2000/12/07,高雄市鳳山區中山路41號
台南市,南市獸開字第14號,獸醫師,開業,建成獸醫院,陳士元,2000/12/05,台南市公園路535號
高雄市,高縣獸醫開字第55號,獸醫師,開業,忠興家畜診所,莊哲豪,2000/12/02,高雄市大社區中山路98號
台北市,北市獸業字第285號,獸醫師,開業,華遠動物醫院,李明彥,2000/12/01,臺北市中山區長春路336號1樓
新北市,北縣獸醫業字第105號,獸醫師,開業,佳生動物醫院,張仁川,2000/11/21,土城區青雲路37之2號
高雄市,高縣獸醫開字第98號,獸醫師,開業,聯華動物醫院,蘇宗讓,2000/11/21,高雄市湖內區公館里中華街229號
台北市,北市獸業字第308號,獸醫師,開業,中英動物醫院,吳大中,2000/11/11,台北市北投區中央北路一段149號
高雄市,高縣獸醫開字第21號,獸醫師,開業,惠犬獸醫院,張勝炫,2000/11/08,高雄市鳳山區中山西路62號
高雄市,高縣獸醫開字第36號,獸醫師,開業,凡賽爾動物醫院,陳正祐,2000/11/07,高雄市鳳山區五甲二路399號
高雄市,高縣獸醫開字第46號,獸醫師,開業,中心動物醫院,黃恭喜,2000/11/07,高雄市鳳山區光遠路262號
高雄市,高縣獸醫開字第45號,獸醫師,開業,大豐獸醫院,陳石城,2000/11/04,高雄市岡山區後興北路3號
高雄市,高縣獸醫開字第52號,獸醫師,開業,光復動物醫院,吳健琛,2000/10/24,高雄市鳳山區經武路206號
台中市,中縣畜開字第89號,獸醫師,開業,民昇動物醫院,翁敏召,2000/10/16,台中市神岡區中山路509號
桃園市,桃獸師開執字第106號,獸醫師,開業,中央動物醫院,謝許來,2000/10/12,桃園市中壢區中央西路2段84號
高雄市,高縣獸醫開字第16號,獸醫師,開業,李滿同犬醫院,李滿同,2000/10/07,高雄市鳳山區中山西路254號
高雄市,高縣獸醫開字第206號,獸醫師,開業,復安家畜醫院,吳明得,2000/10/03,高雄市阿蓮區復安里復安60號
新北市,北縣獸醫業字第104號,獸醫師,開業,仁心動物醫院,連永川,2000/09/26,中和區南華路六十號
高雄市,高縣獸醫開字第205號,獸醫師,開業,慶達獸醫院,紀永模,2000/09/26,高雄市旗山區延平路748號
台中市,中市獸醫師開字第149號,獸醫師,開業,成大動物醫院,陳偉立,2000/09/14,台中市南區南平路16號
新北市,北縣獸醫業字第102號,獸醫師,開業,黃動物醫院,黃士璞,2000/09/13,淡水區北新路31號1樓
新北市,北縣獸醫業字第101號,獸醫師,開業,上哲動物醫院,王昌瑋,2000/09/11,淡水區學府路4號
台南市,南市獸開字第85號,獸醫師,開業,廣慈動物醫院,林昆逸,2000/09/11,台南市府前路二段199號
桃園市,桃獸師開執字第103號,獸醫師,開業,人人動物醫院,鄧福根,2000/09/07,"桃園市龍潭區北龍路122號,126巷2號"
台北市,北市獸業字第254號,獸醫師,開業,長慶動物醫院,范長慶,2000/09/01,台北市內湖區東湖路7巷七號1樓
台北市,北市獸業字第291號,獸醫師,開業,太僕動物醫院,吳明峯,2000/09/01,台北市龍江路260號
