縣市,字號,"執照類別 ",狀態,機構名稱,負責獸醫,發照日期,機構地址
台南市,南縣獸師診開字第151號,獸醫師,開業,新長庚動物醫院,洪宏明,2000/08/11,台南市永康區忠孝路445號
高雄市,高縣獸醫開字第129號,獸醫師,開業,路竹動物醫院,郭振明,2000/07/29,高雄市路竹區中山路468號
高雄市,高縣獸醫開字第35號,獸醫師,開業,立和動物診所,謝金水,2000/07/15,高雄市鳳山區新興里維新路153號
南投縣,投府農畜師開字第18號,獸醫師,開業,德陽動物醫院,蔡奇政,2000/07/11,南投縣竹山鎮集山路3段331號
新北市,北縣獸醫業字第99號,獸醫師,開業,全祐獸醫院,陳專祐,2000/07/04,新莊區壽山路4號
新北市,北縣獸醫業字第96號,獸醫師,開業,增安動物醫院,劉明鑫,2000/05/23,蘆洲區中山一路一六九號
台中市,中縣畜開字第87號,獸醫師,開業,豐源動物醫院,蔡駿璿,2000/05/23,台中市潭子區頭家村中山路一段172號
台南市,南市獸開字第34號,獸醫師,開業,高生動物醫院,涂旺燈,2000/05/17,台南市安中路3段228號
新北市,北縣獸醫業字第94號,獸醫師,開業,牧平動物醫院,葉張平,2000/05/09,新莊區公園路122號1樓
台南市,南市獸開字第32號,獸醫師,開業,旺旺動物醫院,施明良,2000/05/05,台南市中華北路2段15號
台南市,南市獸開字第26號,獸醫師,開業,吉泰犬病院,蘇忠良,2000/05/05,台南市裕農路308號
桃園市,桃府獸字第101號,獸醫師,開業,哲安動物醫院,張哲維,2000/04/28,桃園市中山路632號
新北市,北府畜醫業字第144號,獸醫師,開業,來旺旺動物醫院,陳位全,2000/03/27,三重區三和路四段266號1樓
高雄市,高市獸開字第177號,獸醫師,開業,台安動物醫院,陳德元,2000/03/23,高雄市苓雅區四維二路96-3號及地下室
屏東縣,屏獸開字第56號,獸醫師,開業,成功動物醫院,林志達,2000/02/25,屏東市勝利路208-2號
台南市,南縣獸師診開字第150號,獸醫師,開業,英山動物醫院(特約),簡英山,2000/02/09,台南市麻豆區新建里麻學路一段15-3號9樓
桃園市,桃獸師開執字第100號,獸醫師,開業,加州動物醫院,王文憲,2000/01/07,中壢市環中東路860號
台中市,中市獸醫師開字第148號,獸醫師,開業,崇倫動物醫院,林振益,2000/01/05,台中市南區忠明南路578號
屏東縣,屏獸開字第55號,獸醫師,開業,佑生家畜醫院,吳瑞泰,1999/12/13,潮州鎮三星里福星路39號
台南市,南縣獸師診開字第149號,獸醫師,開業,阿山動物醫院,葉明志,1999/12/10,台南市關廟區中山路一段211號
屏東縣,屏獸開字第54號,獸醫師,開業,樂犬獸醫院,陳聯槍,1999/11/15,屏東市中正路610號
高雄市,高市獸開字第176號,獸醫師,開業,仁集動物醫院,蔡佩璋,1999/11/02,高雄市左營區民族一路1028-13號
台中市,中縣畜開字第84號,獸醫師,開業,慈濟動物醫院,鄧有為,1999/10/22,台中市大里區大明街312號
新北市,北縣獸醫業字第87號,獸醫師,開業,雅旺動物醫院,彭志誠,1999/10/19,新北市蘆洲區民族路522號
高雄市,高雄獸師開字第175號,獸醫師,開業,弘恩動物醫院,鄭景文,1999/10/16,高雄市新興區五福二路152號1樓
嘉義市,府建農字第69號,獸醫師,開業,民族獸醫院,蕭協其,1999/10/15,嘉義市中山路650號
新北市,北縣獸醫業字第86號,獸醫師,開業,泰安動物醫院,簡子寧,1999/10/12,永和區中正路603號
桃園市,桃獸師開執字第98號,獸醫師,開業,南崁動物醫院,吳德晃,1999/10/08,蘆竹鄉南崁中正路379號
台中市,中市獸醫師開字第146號,獸醫師,開業,冠生動物醫院,林冠壯,1999/10/05,臺中市西屯區河南路二段108號
台中市,中市獸醫師開字第145號,獸醫師,開業,春天動物醫院,林棠棣,1999/10/01,台中市北屯區進化北路294號
台北市,北市獸業字第301號,獸醫師,開業,啟正動物醫院,謝崎正,1999/10/01,台北市南港路一段289之1號1樓
桃園市,桃獸師開執字第8號,獸醫師,開業,新世紀獸醫院,鄭宗鎧,1999/09/22,桃園市萬壽路三段179號
屏東縣,屏獸開字第52號,獸醫師,開業,正安動物醫院,邱哲明,1999/09/17,屏東市公裕街142號
苗栗縣,苗縣獸師開字第9號,獸醫師,開業,健生動物醫院,柯銘鈿,1999/09/14,
屏東縣,屏獸開字第51號,獸醫師,開業,忠興動物醫院,陳珍洋,1999/09/14,東港鎮中正路一段112號
台南市,南縣獸師診開字第148號,獸醫師,開業,慈愛動物醫院,黃彥勳,1999/09/02,台南市永康區中華路591號
新北市,北縣獸醫業字第84號,獸醫師,開業,愛樺動物醫院,馬嘉君,1999/08/25,蘆洲區民族路60號
桃園市,桃獸師開執字第93號,獸醫師,開業,大安動物醫院,丘立信,1999/08/21,桃園市三民路一段24號
桃園市,桃獸師開執字第95號,獸醫師,開業,第一動物醫院,劉雙強,1999/08/21,桃園市八德區介壽路2段464號
台南市,南市獸開字第79號,獸醫師,開業,南光動物醫院,余健暉,1999/08/19,台南市中華南路1段122號
彰化縣,彰府農畜師字第55號,獸醫師,開業,興旺動物醫院,江樹炷,1999/08/07,彰化市進德路90號
彰化縣,彰府農畜師字第51號,獸醫師,開業,博愛動物醫院,張天賜,1999/08/04,彰化市中山路二段955號
嘉義市,府建農字第65號,獸醫師,開業,小可愛動物醫院,郭明仁,1999/08/01,嘉義市金龍街155號
嘉義縣,嘉府獸師開字第26號,獸醫師,開業,永安家畜醫院,楊勝隆,1999/08/01,嘉義縣新港鄉福德路112號
嘉義市,府建農字第66號,獸醫師,開業,高品動物醫院,李建忠,1999/08/01,嘉義市中興路489號
高雄市,高市獸開字第172號,獸醫師,開業,南高生綜合動物醫院,鍾怡春,1999/07/15,高雄市三民區建德路133號
新北市,北縣獸醫業字第82號,獸醫師,開業,蓮心動物醫院,李維淵,1999/07/15,五股區工商路40號1樓
高雄市,高縣獸醫開字第159號,獸醫師,開業,林園動物醫院,李順清,1999/07/12,高雄市林園區林園里林園北路434號
雲林縣,雲診字第46號,獸醫師,開業,雲偉家畜醫院,何榮心,1999/07/07,斗南鎮光和路17巷3號2樓
新北市,北縣獸醫業字第80號,獸醫師,開業,慶生動物醫院,曹思源,1999/06/23,永和區得和路261號
台南市,南縣獸師診開字第145號,獸醫師,開業,劉獸醫院,劉天送,1999/05/26,台南市仁德區後壁村中正路二段215號
高雄市,高縣獸醫開字第141號,獸醫師,開業,佳佑動物醫院,許義政,1999/04/20,高雄市仁武區大豐路112號
新北市,北縣獸醫業字第76號,獸醫師,開業,躍生動物醫院,屈家信,1999/04/06,板橋區民權路258之2號1樓
台中市,中縣畜開字第80號,獸醫師,開業,欣欣動物醫院,劉佩婕,1999/04/03,台中市大里區立新街226號
高雄市,高縣獸醫開字第75號,獸醫師,開業,育千動物醫院,陳建宏,1999/03/29,高雄市鳳山區中山西路255號
台南市,南縣獸師診開字第143號,獸醫師,開業,快樂動物醫院,姚人傑,1999/03/20,台南市永康區復興路378號
台南市,南市獸開字第77號,獸醫師,開業,甜心動物醫院,邱長文,1999/03/04,臺南市永康區勝利街1巷56號
新北市,北縣獸醫業字第74號,獸醫師,開業,康和動物醫院,黃雪凌,1999/03/01,新店區中正路429號1樓
高雄市,高縣獸醫開字第104號,獸醫師,開業,弘晟動物醫院,黃弘,1999/02/26,高雄市仁武區仁福里仁安三巷24號
台南市,南縣獸師診開字第142號,獸醫師,開業,啟仁動物醫院,顏昭成,1999/02/20,台南市善化區大成路144號
新竹市,竹市建農字第7314號,獸醫師,開業,光華動物醫院,游振銘,1999/02/02,新竹市水田街177號
屏東縣,屏獸開字第49號,獸醫師,開業,鍾獸醫動物醫院,鍾璋松,1999/01/25,屏東縣鹽埔鄉鹽北村中山路52號
新北市,北縣獸醫業字第72號,獸醫師,開業,馥御動物醫院,李建源,1999/01/22,樹林區中山路一段201號1樓
屏東縣,屏獸開字第48號,獸醫師,開業,廣安家畜醫院,陳秋武,1999/01/13,屏東市中正路562號
新北市,北縣獸醫業字第69號,獸醫師,開業,泰林動物醫院,張開運,1998/12/11,泰山區泰林路二段204號
台北市,北市獸業字第295號,獸醫師,開業,弘愛犬貓專科醫院,葉昶輝,1998/12/11,台北市大同區民生西路105號1樓
新北市,北縣獸醫業字第68號,獸醫師,開業,愛生動物醫院,吳宗翰,1998/12/10,三重區自強路四段107號
雲林縣,雲診字第45號,獸醫師,開業,永安動物醫院,林玄正,1998/12/08,西螺鎮光復西路64號
高雄市,高縣獸醫開字第153號,獸醫師,開業,慈濟動物醫院,鄭家卉,1998/12/08,高雄市鳳山區五甲三路179號
屏東縣,屏獸開字第47號,獸醫師,開業,皮皮狗貓專科醫院,王楷,1998/12/07,內埔鄉光明路605號
台北市,北市獸業字第284號,獸醫師,開業,恩孺動物診所,連于欣,1998/12/01,台北市金山南路1段92號1樓
台中市,中縣畜開字第79號,獸醫師,開業,潭子家畜醫院,陳銘皓,1998/11/20,台中市潭子區中山路二段305號
台中市,中市獸醫師開字第141號,獸醫師,開業,大安動物醫院,徐正懷,1998/11/06,台中市東區十甲路230號
台南市,南市獸開字第76號,獸醫師,開業,奇美動物醫院,葉燦盛,1998/10/23,臺南市北區北安路一段89號
新北市,北縣獸醫業字第66號,獸醫師,開業,景新動物醫院,胡世雄,1998/10/19,中和區景新街473號1樓
基隆市,基市獸開字第10號,獸醫師,開業,基隆愛犬醫院,張錦龍,1998/09/24,基隆市義一路188號
基隆市,基市獸開字第8號,獸醫師,開業,成安動物醫院,周清瞭,1998/09/24,基隆市成功二路54號
屏東縣,屏獸開字第45號,獸醫師,開業,上海水產動物醫院,林上海,1998/09/23,屏東縣佳冬鄉羌園村羌光路3-37號
基隆市,基市獸開字第5號,獸醫師,開業,七堵動物醫院,張嘉晉,1998/09/16,基隆巿七堵區明德一路125號
基隆市,基市獸開字第7號,獸醫師,開業,慈仁動物醫院,王子瑋,1998/09/16,基隆市安一路107號
新北市,北縣獸醫業字第63號,獸醫師,開業,永生獸醫院,張嘉禾,1998/09/16,淡水區水源里楓樹湖12-6號
基隆市,基市獸開字第3號,獸醫師,開業,中興動物醫院,張豪炯,1998/09/16,基隆巿仁二路138號
基隆市,基府獸開字第6號,獸醫師,開業,旺旺動物醫院,,1998/09/16,基隆市中興路26號
基隆市,基府獸開字第4號,獸醫師,開業,林犬貓專科醫院,林琦盛,1998/09/16,基隆市信義區信二路106號
屏東縣,屏獸開字第44號,獸醫師,開業,瑞生動物醫院,趙瑞生,1998/09/03,屏東市重慶路69號
台南市,南縣獸師診開字第141號,獸醫師,開業,良牧家畜醫院,邱瑞瀛,1998/09/01,台南市東山區東正村261號
新竹市,竹市建農字第64112號,獸醫師,開業,旺鑫動物醫院,吳永鑫,1998/08/24,新竹市光復路一段268巷13號
台北市,北市獸業字第287號,獸醫師,開業,台欣動物醫院,邱銘助,1998/08/24,台北市松山區健康路187號1樓
澎湖縣,澎府農務字第51674號,獸醫師,開業,愛犬動物醫院,康必昌,1998/08/20,澎湖縣馬公市中華路293號
雲林縣,雲診字第44號,獸醫師,開業,中美動物醫院,歐健成,1998/08/05,斗南鎮中天里順安街173號
嘉義市,府建農字第58號,獸醫師,開業,上哲動物醫院,黃于哲,1998/08/05,嘉義市東區吳鳳北路259號
高雄市,高縣獸醫開字第91號,獸醫師,開業,聯強動物醫院,周耕仰,1998/08/03,高雄市鳳山區南福街200號
澎湖縣,澎府農務字第47271號,獸醫師,開業,佑青動物醫院,郭仁熀*,1998/07/31,澎湖縣馬公市中華路308號
台中市,中縣畜開字第77號,獸醫師,開業,宜家動物醫院,楊文慶,1998/07/30,臺中市大里區國光路二段555-5及555-6號
高雄市,高縣獸醫開字第149號,獸醫師,開業,惠康動物醫院,陳志龍,1998/07/04,高雄市鳳山區光遠路18號
高雄市,高縣獸醫開字第148號,獸醫師,開業,人人動物醫院,謝宗翰,1998/06/26,高雄市大寮區鳳林三路827號
嘉義縣,嘉府獸師開字第20號,獸醫師,開業,全美動物醫院,張振芳,1998/06/01,嘉義縣東石鄉溪下村74號
台北市,北市獸業字第283號,獸醫師,開業,台北動物醫院,許泰裕,1998/05/21,台北市松山區光復北路164號1樓
屏東縣,屏獸開字第40號,獸醫師,開業,嘉惠動物醫院,黃嘉榮,1998/05/14,里港鄉里港路133號
台中市,中縣畜開字第75號,獸醫師,開業,中興動物醫院,翁源成,1998/05/08,烏日區中山路一段455號
台中市,中市獸醫師開字第134號,獸醫師,開業,潮慶動物醫院,顏朝洲,1998/05/07,台中市漢口路三段171號
台中市,中縣畜開字第74號,獸醫師,開業,吉米哈利動物醫院,詹奇芳,1998/04/30,台中市龍井區遊園路97號
新北市,北縣獸醫業字第57號,獸醫師,開業,延吉動物醫院,陳俊傑,1998/04/22,新北市永和區永貞路82號
台中市,中市獸醫師開字第133號,獸醫師,開業,梅島動物醫院,涂潔明,1998/04/20,台中市西屯區西屯路三段148之37號
雲林縣,雲診字第42號,獸醫師,開業,土庫家畜診所,陳振欽,1998/04/16,土庫鎮石廟里復興路107號
新竹市,竹市建農字第26515號,獸醫師,開業,加賀動物醫院,林聞櫃,1998/04/14,新竹市中華路二段613號
嘉義市,府建農字第45號,獸醫師,開業,國立嘉義大學農學院附設動物醫院,吳瑞得,1998/04/08,嘉義市新民路580號
雲林縣,雲診字第41號,獸醫師,開業,順興家畜診所,林忠秋,1998/04/03,虎尾鎮公安路344號
花蓮縣,府農畜開字第10號,獸醫師,開業,玉里動物醫院,黃金國,1998/03/31,花蓮縣五里鎮光復路120號
雲林縣,雲診字第40號,獸醫師,開業,茂豐動物醫院,許良吉,1998/03/30,麥寮鄉麥津村中山路412-1號
屏東縣,屏獸開字第37號,獸醫師,開業,泰棟獸醫院,黃和靖,1998/03/23,屏東市公館里公成路14號
高雄市,高雄獸師開字第161號,獸醫師,開業,勇翔動物醫院,劉勇麟,1998/03/09,高雄市楠梓區常德路308號
嘉義縣,嘉府獸師開字第19號,獸醫師,開業,全生動物醫院,顏國基,1998/03/01,嘉義縣朴子市永和里38-27號
屏東縣,屏獸開字第34號,獸醫師,開業,光華動物醫院,蘇炳煌,1998/02/21,屏東市和平路66號
台南市,南縣獸師診開字第140號,獸醫師,開業,弘達動物醫院,何莉芳,1998/01/14,台南市新營區隨唐街51號
雲林縣,雲診字第39號,獸醫師,開業,大安家畜醫院,黃玉章,1997/12/30,斗南鎮東仁里南昌路34號
屏東縣,屏獸開字第17號,獸醫師,開業,志懋家畜醫院,林志懋,1997/12/28,屏東縣新埤鄉新埤村新中路89號
新北市,北縣獸醫業字第53號,獸醫師,開業,民生動物醫院,章焜程,1997/12/26,新北市三重區正義北路296號1樓
桃園市,桃獸師執字第80號,獸醫師,開業,新桃園犬貓專科醫院,林正義,1997/12/20,桃園市中山路690之1號
高雄市,高雄獸師開字第159號,獸醫師,開業,天仁動物醫院,蔡宗諺,1997/12/13,高雄市前鎮區草衙一路17號
雲林縣,雲診字第36號,獸醫師,開業,志成動物醫院,林志成,1997/12/11,虎尾鎮西安里林森路二段395號
屏東縣,屏獸開字第32號,獸醫師,開業,俊維家畜診所,蘇吉弘,1997/12/11,萬巒鄉村民和路122號
新竹縣,竹縣字第9號,獸醫師,開業,佑安犬貓醫院,羅仕旺,1997/11/26,新竹縣竹北市中華路135號
嘉義市,八五府建農字第字第51號,獸醫師,開業,平愛動物醫院,何信裕,1997/11/22,嘉義市興業西路371號
台南市,南縣獸師診開字第138號,獸醫師,開業,佳興家畜診所,莊源明,1997/11/20,台南市佳里區禮化里318號
桃園市,桃獸師開執字第17號,獸醫師,開業,高生動物醫院,曾宏之,1997/11/07,桃園市中山路419號
桃園市,桃府獸字第35號,獸醫師,開業,中信動物醫院,諸葛孝民,1997/11/07,中壢市環中東路二段380號
雲林縣,雲診字第33號,獸醫師,開業,英全動物醫院,廖坤淼,1997/11/06,雲林縣二崙鄉義庄村新庄路129號
新北市,北縣獸醫業字第50號,獸醫師,開業,家德動物醫院,蘇永順,1997/11/04,樹林區文化街100號
嘉義縣,嘉府獸師開字第17號,獸醫師,開業,柏臺動物醫院,傅柏臺,1997/11/01,嘉義縣民雄鄉福樂里光明二街228號
台南市,南市獸開字第45號,獸醫師,開業,佳愛動物醫院,朱明泉,1997/10/23,台南市崇明路167號
台南市,南縣獸師診開字第136號,獸醫師,開業,正達家畜診所,許正成,1997/10/22,臺南市歸仁區歸仁里文化街ㄧ段143號
雲林縣,雲診字第30號,獸醫師,開業,大和家畜診所,廖笙宏,1997/10/21,雲林縣西螺鎮漢光里中正路171巷5號
台中市,中縣畜開字第71號,獸醫師,開業,立安動物醫院,廖子誼,1997/10/20,台中市豐原區向陽路243號
台南市,南縣獸師診開字第134號,獸醫師,開業,平安動物醫院,許博榮,1997/10/18,台南市永康區中華路16號
新北市,北縣獸醫業字第47號,獸醫師,開業,大寶動物醫院,林秋嬌,1997/10/17,新北市蘆洲區仁德里二鄰信義路235巷2號
新北市,北縣獸醫業字第44號,獸醫師,開業,和生動物醫院,簡奉賢,1997/10/15,新北市中和區連城路273號
新竹市,竹市建農字第76732號,獸醫師,開業,宏仁動物醫院,倪清龍,1997/10/14,新竹市民富街57號
雲林縣,雲診字第28號,獸醫師,開業,四湖動物診所,蔡勝宗,1997/10/04,雲林縣四湖鄉湖寮村下寮67號
雲林縣,雲診字第26號,獸醫師,開業,佑晟動物醫院,孔紀良,1997/10/04,雲林縣斗南鎮順安街30號
雲林縣,雲診字第27號,獸醫師,開業,佳畜動物診所,高稚綽,1997/10/04,雲林縣虎尾鎮下溪里大庄37-32號
雲林縣,雲診字第29號,獸醫師,開業,聯益家畜診所,蔡振村,1997/10/04,雲林縣斗六市西平路18-1號
新北市,北縣獸醫業字第40號,獸醫師,開業,佳護動物醫院,楊永煌,1997/09/30,新莊區福壽街212號
台北市,北市獸業字第232號,獸醫師,開業,中美獸醫院,簡慶源,1997/09/24,台北大安區瑞安街180巷2號1樓
屏東縣,屏獸開字第30號,獸醫師,開業,連興家畜醫院,陳連興,1997/09/22,內埔鄉內田村學人路717號
台南市,南縣獸師診開字第133號,獸醫師,開業,長庚動物醫院,施慶源,1997/09/22,台南市新營區中山路174號
台南市,南縣獸師診開字第132號,獸醫師,開業,吉陽動物醫院,李宗錞,1997/09/09,台南市新營區新進路二段96號
屏東縣,屏獸開字第26號,獸醫師,開業,鴻愛動物醫院,林清謀,1997/09/08,潮州鎮新榮里新生路19-2號
屏東縣,屏獸開字第24號,獸醫師,開業,百齡動物醫院,蕭恩沛,1997/08/22,屏東市大連路62-15號
屏東縣,屏獸開字第23號,獸醫師,開業,麟洛家畜醫院,李岡星,1997/08/18,麟洛鄉麟趾村中正路75號
屏東縣,屏獸開字第22號,獸醫師,開業,鈺德家畜醫院,江梅正,1997/08/12,長治鄉新潭村(巷)26-1號
台中市,中市獸醫師開字第129號,獸醫師,開業,國立中興大學獸醫教學醫院,張仕杰,1997/08/11,台中市國光路250-1號
台南市,南市獸開字第60號,獸醫師,開業,陽明動物醫院,張文舉,1997/07/25,台南市崇學路198號
台東縣,東府獸師開字第3號,獸醫師,開業,畜安動物診所,宋陽中,1997/07/14,台東市光明里13鄰新成街20號
屏東縣,屏獸開字第21號,獸醫師,開業,宏仁犬貓動物醫院,林勝宏,1997/07/02,屏東市民權路40號
新北市,北縣獸醫業字第36號,獸醫師,開業,淡水動物醫院,鹿介生,1997/07/01,新北市淡水區中山路159-2號1樓
新竹市,竹市建農字第45106號,獸醫師,開業,懷生動物醫院,曾鈺鈴,1997/06/21,新竹市光復路一段125號
新竹市,竹市建農字第45102號,獸醫師,開業,全美動物醫院,陳明遠,1997/06/21,新竹市四維路96號1樓
嘉義縣,嘉府獸師開字第14號,獸醫師,開業,大成動物醫院,楊德成,1997/05/21,嘉義縣中埔鄉鹽館村下庄仔50號
嘉義縣,嘉府獸師開字第13號,獸醫師,開業,頭橋動物醫院,曾家佑,1997/05/21,嘉義縣民雄鄉建國路3段110號
苗栗縣,86府農畜字第85005號,獸醫師,開業,博仁動物醫院,古吉本,1997/05/20,苗栗市至公路229號
台南市,南市獸開字第41號,獸醫師,開業,崇愛動物醫院,李漢停,1997/05/19,台南市崇明路463號
高雄市,高雄獸師開字第152號,獸醫師,開業,大揚動物醫院,李連洲,1997/05/09,高雄市鼓山區華榮路240-6號
新北市,北縣獸醫業字第30號,獸醫師,開業,雅旺動物醫院,彭志誠,1997/05/02,新北市蘆洲區民族路522號
台中市,中市獸醫師開字第126號,獸醫師,開業,永昌動物醫院,楊昌珩,1997/05/01,台中市北屯區北屯路32號
新北市,北縣獸醫業字第26號,獸醫師,開業,崇恩動物醫院,顏慶芳,1997/04/30,永和區永利路95號
新北市,北縣獸醫業字第24號,獸醫師,開業,泰山動物醫院,趙盧杰,1997/04/30,泰山區明志路一段468號
新北市,北縣獸醫業字第25號,獸醫師,開業,高登動物醫院,翁旭家,1997/04/30,新店區三民路102號
新北市,北縣獸醫業字第23號,獸醫師,開業,忠正動物醫院,蔡勝祥,1997/04/25,新北市蘆洲區中正路277號
台南市,南縣獸師診開字第130號,獸醫師,開業,瑞峰動物醫院,張瑞峰,1997/04/19,台南市新營區太北里5-14號
台中市,中縣畜開字第69號,獸醫師,開業,中美獸醫院,鍾延聰,1997/03/26,台中市豐原區三豐路167號
新北市,北縣獸醫業字第21號,獸醫師,開業,尚德動物醫院,羅章榮,1997/03/19,板橋區南雅西路2段9號
新北市,北縣獸醫業字第20號,獸醫師,開業,中山家畜醫院,黃品翰,1997/03/12,永和區中山路1段29號
台南市,南市獸開字第69號,獸醫師,開業,宏愛動物醫院,溫在政,1997/03/12,台南市東寧路331號
嘉義縣,嘉府獸師開字第11號,獸醫師,開業,元銘動物醫院,黃惠玲,1997/03/06,嘉義縣太保市北港路2段403巷251弄14號
雲林縣,雲診字第22號,獸醫師,開業,愛親獸醫院,廖偉超,1997/03/05,雲林縣斗六市永昌西街177號
嘉義市,府建農字第44號,獸醫師,開業,紀動物醫院,紀乃瑞,1997/02/01,嘉義市東區檜村里1鄰民權路208號
屏東縣,屏獸開字第20號,獸醫師,開業,永坤動物醫院,周龍謀,1997/01/27,屏東縣潮州鎮永坤路137號
台南市,南市獸開字第29號,獸醫師,開業,愛欣動物醫院,鄭素惠,1997/01/27,台南市東門路3段3-1號
台南市,南市獸開字第40號,獸醫師,開業,良和犬畜綜合醫院,陳英毅,1997/01/23,台南市東門路1段96號
台南市,南市獸開字第19號,獸醫師,開業,郭家畜醫院,郭德旺,1997/01/08,台南市明興路114號
苗栗縣,苗獸開字第85004號,獸醫師,開業,安生動物醫院,劉軍麟,1996/12/27,頭份鎮忠孝一路3號
嘉義縣,嘉府獸師開字第10號,獸醫師,開業,佳男家畜診所,周佳男,1996/12/24,嘉義縣中埔鄉社口村檨仔林66-2號
新北市,北縣獸醫業字第19號,獸醫師,開業,中心動物醫院,張肇先,1996/12/05,板橋區新海路三十號
新北市,北縣獸醫業字第18號,獸醫師,開業,新店獸醫院,葉俊龍,1996/12/04,新店區環河路15號
台北市,北市獸業字第194號,獸醫師,開業,再興動物醫院,莊秀美,1996/12/01,台北市文山區興隆路一段1號1樓
雲林縣,雲診字第19號,獸醫師,開業,永信家畜診所,鍾政芳,1996/11/30,雲林縣二崙鄉大庄村大庄路50號
台南市,南市獸開字第43號,獸醫師,開業,都嘟動物醫院,杜金海,1996/11/30,台南市北忠街146號
台南市,南市獸開字第18號,獸醫師,開業,亞洲動物醫院,張進強,1996/11/30,台南市中華北路二段8號
雲林縣,雲診字第21號,獸醫師,開業,速佳家畜診所,林宏徽,1996/11/30,雲林縣麥寮鄉麥豐村興化寮62號
雲林縣,雲診字第20號,獸醫師,開業,恩愛動物診所,廖國揚,1996/11/30,雲林縣崙背鄉南陽村中山路40-48號
新北市,北縣獸醫業字第17號,獸醫師,開業,皮皮動物醫院,林祥坦,1996/11/26,永和區中山路一段259號1樓
台中市,中市獸醫師開字第128號,獸醫師,開業,安利動物醫院,黃慶章,1996/11/26,台中市西屯區成都路325號
